locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIOADCLO_01326	gene	771	sufC			
OIOADCLO_01326	CDS	771	sufC			Fe-S cluster assembly ATPase SufC
OIOADCLO_01327	gene	1170				
OIOADCLO_01327	CDS	1170				undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
OIOADCLO_01328	gene	762	mecA			
OIOADCLO_01328	CDS	762	mecA			adaptor protein MecA
OIOADCLO_01329	gene	840				
OIOADCLO_01329	CDS	840		3.6.1.27		undecaprenyl-diphosphate phosphatase
OIOADCLO_01330	gene	1899				
OIOADCLO_01330	CDS	1899				hypothetical protein
OIOADCLO_01331	gene	1569				
OIOADCLO_01331	CDS	1569				ABC transporter substrate-binding protein/permease
OIOADCLO_01332	gene	741				
OIOADCLO_01332	CDS	741				amino acid ABC transporter ATP-binding protein
OIOADCLO_01333	gene	117				
OIOADCLO_01333	CDS	117				putative metal homeostasis protein
OIOADCLO_01334	gene	1011	gap			
OIOADCLO_01334	CDS	1011	gap			type I glyceraldehyde-3-phosphate dehydrogenase
OIOADCLO_01335	gene	2079	fusA			
OIOADCLO_01335	CDS	2079	fusA			elongation factor G
OIOADCLO_01336	gene	471	rpsG			
OIOADCLO_01336	CDS	471	rpsG			30S ribosomal protein S7
OIOADCLO_01337	gene	414	rpsL			
OIOADCLO_01337	CDS	414	rpsL			30S ribosomal protein S12
OIOADCLO_01338	gene	2622				
OIOADCLO_01338	CDS	2622				SEC10/PgrA surface exclusion domain-containing protein
OIOADCLO_01339	gene	840	purR_1			
OIOADCLO_01339	CDS	840	purR_1			pur operon repressor
OIOADCLO_01340	gene	939				
OIOADCLO_01340	CDS	939				3'-5' exoribonuclease YhaM family protein
OIOADCLO_01341	gene	1272				
OIOADCLO_01341	CDS	1272				DNA recombination protein RmuC
OIOADCLO_01342	gene	633				
OIOADCLO_01342	CDS	633		2.7.6.2		thiamine diphosphokinase
OIOADCLO_01343	gene	663	rpe			
OIOADCLO_01343	CDS	663	rpe	5.1.3.1		ribulose-phosphate 3-epimerase
OIOADCLO_01344	gene	873	rsgA			
OIOADCLO_01344	CDS	873	rsgA			ribosome small subunit-dependent GTPase A
OIOADCLO_01345	gene	873	rsmA			
OIOADCLO_01345	CDS	873	rsmA	2.1.1.182		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
OIOADCLO_01346	gene	570	rnmV			
OIOADCLO_01346	CDS	570	rnmV	3.1.26.8		ribonuclease M5
OIOADCLO_01347	gene	792				
OIOADCLO_01347	CDS	792				TatD family hydrolase
OIOADCLO_01348	gene	831				
OIOADCLO_01348	CDS	831				MurR/RpiR family transcriptional regulator
OIOADCLO_01349	gene	939				
OIOADCLO_01349	CDS	939				ROK family protein
OIOADCLO_01350	gene	915				
OIOADCLO_01350	CDS	915				dihydrodipicolinate synthase family protein
OIOADCLO_01351	gene	663				
OIOADCLO_01351	CDS	663				hypothetical protein
OIOADCLO_01352	gene	831				
OIOADCLO_01352	CDS	831				carbohydrate ABC transporter permease
OIOADCLO_01353	gene	963				
OIOADCLO_01353	CDS	963				sugar ABC transporter permease
OIOADCLO_01354	gene	1320				
OIOADCLO_01354	CDS	1320				ABC transporter substrate-binding protein
OIOADCLO_01355	gene	705				
OIOADCLO_01355	CDS	705				N-acetylmannosamine-6-phosphate 2-epimerase
OIOADCLO_01356	gene	135	rpmH			
OIOADCLO_01356	CDS	135	rpmH			50S ribosomal protein L34
OIOADCLO_01357	gene	915				
OIOADCLO_01357	CDS	915				protein jag
OIOADCLO_01358	gene	810				
OIOADCLO_01358	CDS	810				YidC/Oxa1 family membrane protein insertase
OIOADCLO_01359	gene	360	rnpA			
OIOADCLO_01359	CDS	360	rnpA	3.1.26.5		ribonuclease P protein component
OIOADCLO_01360	gene	738				
OIOADCLO_01360	CDS	738				LytTR family DNA-binding domain-containing protein
OIOADCLO_01361	gene	1284				
OIOADCLO_01361	CDS	1284				sensor histidine kinase
OIOADCLO_01362	gene	1347				
OIOADCLO_01362	CDS	1347				sensor histidine kinase
OIOADCLO_01363	gene	1446	gltX			
OIOADCLO_01363	CDS	1446	gltX	6.1.1.17		glutamate--tRNA ligase
OIOADCLO_01364	gene	711				
OIOADCLO_01364	CDS	711				TIGR00266 family protein
OIOADCLO_01365	gene	498				
OIOADCLO_01365	CDS	498				carbonic anhydrase
OIOADCLO_01366	gene	1362	radA			
OIOADCLO_01366	CDS	1362	radA			DNA repair protein RadA
OIOADCLO_01367	gene	447				
OIOADCLO_01367	CDS	447		3.6.1.23		dUTP diphosphatase
OIOADCLO_01368	gene	768				
OIOADCLO_01368	CDS	768				epoxyqueuosine reductase QueH
OIOADCLO_01369	gene	1785				
OIOADCLO_01369	CDS	1785				ABC transporter ATP-binding protein/permease
OIOADCLO_01370	gene	1707				
OIOADCLO_01370	CDS	1707				ABC transporter ATP-binding protein/permease
OIOADCLO_01371	gene	450				
OIOADCLO_01371	CDS	450				MarR family transcriptional regulator
OIOADCLO_01372	gene	1017				
OIOADCLO_01372	CDS	1017		1.1.1.94		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
OIOADCLO_01373	gene	900	galU			
OIOADCLO_01373	CDS	900	galU	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase GalU
OIOADCLO_01374	gene	672				
OIOADCLO_01374	CDS	672				rhomboid family intramembrane serine protease
OIOADCLO_01375	gene	105				
OIOADCLO_01375	CDS	105				exfoliative toxin
OIOADCLO_01376	gene	138				
OIOADCLO_01376	CDS	138				hypothetical protein
OIOADCLO_01377	gene	366				
OIOADCLO_01377	CDS	366				Asp23/Gls24 family envelope stress response protein
OIOADCLO_01378	gene	1665				
OIOADCLO_01378	CDS	1665				DAK2 domain-containing protein
OIOADCLO_01379	gene	891				
OIOADCLO_01379	CDS	891				SPFH domain-containing protein
OIOADCLO_01380	gene	855				
OIOADCLO_01380	CDS	855				5'-nucleotidase, lipoprotein e(P4) family
OIOADCLO_01381	gene	1197				
OIOADCLO_01381	CDS	1197				phosphoglycerate kinase
OIOADCLO_01382	gene	552				
OIOADCLO_01382	CDS	552				aromatic acid exporter family protein
OIOADCLO_01383	gene	372				
OIOADCLO_01383	CDS	372				MerR family transcriptional regulator
OIOADCLO_01384	gene	1347	glnA			
OIOADCLO_01384	CDS	1347	glnA	6.3.1.2		type I glutamate--ammonia ligase
OIOADCLO_01385	gene	1683	rnjA			
OIOADCLO_01385	CDS	1683	rnjA			ribonuclease J1
OIOADCLO_01386	gene	231				
OIOADCLO_01386	CDS	231				DNA-directed RNA polymerase subunit epsilon
OIOADCLO_01387	gene	699	tsaB			
OIOADCLO_01387	CDS	699	tsaB	2.3.1.234		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
OIOADCLO_01388	gene	456	rimI			
OIOADCLO_01388	CDS	456	rimI	2.3.1.266		ribosomal protein S18-alanine N-acetyltransferase
OIOADCLO_01389	gene	1029	tsaD			
OIOADCLO_01389	CDS	1029	tsaD	2.3.1.234		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
OIOADCLO_01390	gene	270	rpsN			
OIOADCLO_01390	CDS	270	rpsN			30S ribosomal protein S14
OIOADCLO_01391	gene	744				
OIOADCLO_01391	CDS	744				GntR family transcriptional regulator
OIOADCLO_01392	gene	780	udp			
OIOADCLO_01392	CDS	780	udp	2.4.2.3		uridine phosphorylase
OIOADCLO_01393	gene	1203				
OIOADCLO_01393	CDS	1203				NupC/NupG family nucleoside CNT transporter
OIOADCLO_01394	gene	672	deoC			
OIOADCLO_01394	CDS	672	deoC	4.1.2.4		deoxyribose-phosphate aldolase
OIOADCLO_01395	gene	1170				
OIOADCLO_01395	CDS	1170				NAD(P)/FAD-dependent oxidoreductase
OIOADCLO_01396	gene	531				
OIOADCLO_01396	CDS	531				hypothetical protein
OIOADCLO_01397	gene	588				
OIOADCLO_01397	CDS	588				3'-5' exonuclease
OIOADCLO_01398	gene	738				
OIOADCLO_01398	CDS	738				MerR family transcriptional regulator
OIOADCLO_01399	gene	300				
OIOADCLO_01399	CDS	300				YbaB/EbfC family nucleoid-associated protein
OIOADCLO_01400	gene	375				
OIOADCLO_01400	CDS	375				helix-turn-helix domain-containing protein
OIOADCLO_01401	gene	222				
OIOADCLO_01401	CDS	222				helix-turn-helix transcriptional regulator
OIOADCLO_01402	gene	2283				
OIOADCLO_01402	CDS	2283		3.4.14.11		Xaa-Pro dipeptidyl-peptidase
OIOADCLO_01403	gene	720				
OIOADCLO_01403	CDS	720				Crp/Fnr family transcriptional regulator
OIOADCLO_01404	gene	1197				
OIOADCLO_01404	CDS	1197				MFS transporter
OIOADCLO_01405	gene	849				
OIOADCLO_01405	CDS	849				aquaporin family protein
OIOADCLO_01406	gene	897				
OIOADCLO_01406	CDS	897				sulfite exporter TauE/SafE family protein
OIOADCLO_01407	gene	753				
OIOADCLO_01407	CDS	753				CppA family protein
OIOADCLO_01408	gene	939				
OIOADCLO_01408	CDS	939				serine hydrolase
OIOADCLO_01409	gene	2328	pflB			
OIOADCLO_01409	CDS	2328	pflB	2.3.1.54		formate C-acetyltransferase
OIOADCLO_01410	gene	1095	dinB			
OIOADCLO_01410	CDS	1095	dinB	2.7.7.7		DNA polymerase IV
OIOADCLO_01411	gene	483				
OIOADCLO_01411	CDS	483				hypothetical protein
OIOADCLO_01412	gene	2454				
OIOADCLO_01412	CDS	2454				ATP-dependent RecD-like DNA helicase
OIOADCLO_01413	gene	594	lepB_3			
OIOADCLO_01413	CDS	594	lepB_3	3.4.21.89		signal peptidase I
OIOADCLO_01414	gene	903	rnhC			
OIOADCLO_01414	CDS	903	rnhC			ribonuclease HIII
OIOADCLO_01415	gene	309				
OIOADCLO_01415	CDS	309				hypothetical protein
OIOADCLO_01416	gene	546				
OIOADCLO_01416	CDS	546				CvpA family protein
OIOADCLO_01417	gene	2340				
OIOADCLO_01417	CDS	2340				endonuclease MutS2
OIOADCLO_01418	gene	501				
OIOADCLO_01418	CDS	501				phosphatase PAP2 family protein
OIOADCLO_01419	gene	315	trxA			
OIOADCLO_01419	CDS	315	trxA			thioredoxin
OIOADCLO_01420	gene	588				
OIOADCLO_01420	CDS	588				helix-turn-helix domain-containing protein
OIOADCLO_01421	gene	1155	mutY			
OIOADCLO_01421	CDS	1155	mutY			A/G-specific adenine glycosylase
OIOADCLO_01422	gene	294				
OIOADCLO_01422	CDS	294				hypothetical protein
OIOADCLO_01423	gene	291	rpsF			
OIOADCLO_01423	CDS	291	rpsF			30S ribosomal protein S6
OIOADCLO_01424	gene	492				
OIOADCLO_01424	CDS	492				single-stranded DNA-binding protein
OIOADCLO_01425	gene	240	rpsR			
OIOADCLO_01425	CDS	240	rpsR			30S ribosomal protein S18
OIOADCLO_01426	gene	657				
OIOADCLO_01426	CDS	657				hypothetical protein
OIOADCLO_01427	gene	945				
OIOADCLO_01427	CDS	945				magnesium transporter CorA family protein
OIOADCLO_01428	gene	2829	uvrA			
OIOADCLO_01428	CDS	2829	uvrA	3.1.25.-		excinuclease ABC subunit UvrA
OIOADCLO_01429	gene	1074				
OIOADCLO_01429	CDS	1074				Xaa-Pro peptidase family protein
OIOADCLO_01430	gene	462				
OIOADCLO_01430	CDS	462				deaminase
OIOADCLO_01431	gene	558	efp			
OIOADCLO_01431	CDS	558	efp			elongation factor P
OIOADCLO_01432	gene	390				
OIOADCLO_01432	CDS	390				Asp23/Gls24 family envelope stress response protein
OIOADCLO_01433	gene	453	nusB			
OIOADCLO_01433	CDS	453	nusB			transcription antitermination factor NusB
OIOADCLO_01434	gene	966				
OIOADCLO_01434	CDS	966				LacI family DNA-binding transcriptional regulator
OIOADCLO_01435	gene	1440				
OIOADCLO_01435	CDS	1440				glycoside hydrolase family 32 protein
OIOADCLO_01436	gene	1884				
OIOADCLO_01436	CDS	1884		2.7.1.211		sucrose-specific PTS transporter subunit IIBC
OIOADCLO_01437	gene	2988				
OIOADCLO_01437	CDS	2988				endo-beta-N-acetylglucosaminidase family protein
OIOADCLO_01438	gene	885				
OIOADCLO_01438	CDS	885				ROK family protein
OIOADCLO_01439	gene	954	manA			
OIOADCLO_01439	CDS	954	manA	5.3.1.8		mannose-6-phosphate isomerase, class I
OIOADCLO_01440	gene	198				
OIOADCLO_01440	CDS	198				hypothetical protein
OIOADCLO_01441	gene	420				
OIOADCLO_01441	CDS	420				hypothetical protein
OIOADCLO_01442	gene	357				
OIOADCLO_01442	CDS	357				hypothetical protein
OIOADCLO_01443	gene	1269				
OIOADCLO_01443	CDS	1269				hypothetical protein
OIOADCLO_01444	gene	1494				
OIOADCLO_01444	CDS	1494				hypothetical protein
OIOADCLO_01445	gene	225				
OIOADCLO_01445	CDS	225				hypothetical protein
OIOADCLO_01446	gene	180				
OIOADCLO_01446	CDS	180				hypothetical protein
OIOADCLO_01447	gene	267				
OIOADCLO_01447	CDS	267				hypothetical protein
OIOADCLO_01448	gene	1416				
OIOADCLO_01448	CDS	1416				hypothetical protein
OIOADCLO_01449	gene	462				
OIOADCLO_01449	CDS	462				hypothetical protein
OIOADCLO_01450	gene	912				
OIOADCLO_01450	CDS	912				hypothetical protein
OIOADCLO_01451	gene	201				
OIOADCLO_01451	CDS	201				hypothetical protein
OIOADCLO_01452	gene	423				
OIOADCLO_01452	CDS	423				hypothetical protein
OIOADCLO_01453	gene	339				
OIOADCLO_01453	CDS	339				hypothetical protein
OIOADCLO_01454	gene	237				
OIOADCLO_01454	CDS	237				hypothetical protein
OIOADCLO_01455	gene	336				
OIOADCLO_01455	CDS	336				hypothetical protein
OIOADCLO_01456	gene	594				
OIOADCLO_01456	CDS	594				hypothetical protein
OIOADCLO_01457	gene	264				
OIOADCLO_01457	CDS	264				hypothetical protein
OIOADCLO_01458	gene	372				
OIOADCLO_01458	CDS	372				hypothetical protein
OIOADCLO_01459	gene	2358				
OIOADCLO_01459	CDS	2358				hypothetical protein
OIOADCLO_01460	gene	696				
OIOADCLO_01460	CDS	696				hypothetical protein
OIOADCLO_01461	gene	1869				
OIOADCLO_01461	CDS	1869				gp58-like family protein
OIOADCLO_01462	gene	438				
OIOADCLO_01462	CDS	438				hypothetical protein
OIOADCLO_01463	gene	618				
OIOADCLO_01463	CDS	618				hypothetical protein
OIOADCLO_01464	gene	276				
OIOADCLO_01464	CDS	276				hypothetical protein
OIOADCLO_01465	gene	228				
OIOADCLO_01465	CDS	228				hypothetical protein
OIOADCLO_01466	gene	1206				
OIOADCLO_01466	CDS	1206				glucosaminidase domain-containing protein
OIOADCLO_01467	gene	435				
OIOADCLO_01467	CDS	435				hypothetical protein
OIOADCLO_01468	gene	801				
OIOADCLO_01468	CDS	801				hypothetical protein
OIOADCLO_01469	gene	183				
OIOADCLO_01469	CDS	183				hypothetical protein
OIOADCLO_01470	gene	1863	cadA			
OIOADCLO_01470	CDS	1863	cadA	7.2.2.21		cadmium-translocating P-type ATPase
OIOADCLO_01471	gene	936				
OIOADCLO_01471	CDS	936		1.3.98.1		dihydroorotate oxidase
OIOADCLO_01472	gene	696				
OIOADCLO_01472	CDS	696		5.4.2.12		phosphoglycerate mutase
OIOADCLO_01473	gene	522				
OIOADCLO_01473	CDS	522				transcription repressor NadR
OIOADCLO_01474	gene	543	niaX			
OIOADCLO_01474	CDS	543	niaX			Niacin transporter NiaX
OIOADCLO_01475	gene	780				
OIOADCLO_01475	CDS	780				formate/nitrite transporter family protein
OIOADCLO_01476	gene	597	recR			
OIOADCLO_01476	CDS	597	recR			recombination mediator RecR
OIOADCLO_01477	gene	1047				
OIOADCLO_01477	CDS	1047		6.3.2.4		D-alanine--D-alanine ligase
OIOADCLO_01478	gene	1392				
OIOADCLO_01478	CDS	1392				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
OIOADCLO_01479	gene	696				
OIOADCLO_01479	CDS	696				TIGR02206 family membrane protein
OIOADCLO_01480	gene	1545				
OIOADCLO_01480	CDS	1545				peptide chain release factor 3
OIOADCLO_01481	gene	1620				
OIOADCLO_01481	CDS	1620				DEAD/DEAH box helicase
OIOADCLO_01482	gene	2001				
OIOADCLO_01482	CDS	2001				potassium transporter Kup
OIOADCLO_01483	gene	279				
OIOADCLO_01483	CDS	279				GIY-YIG nuclease family protein
OIOADCLO_01484	gene	777				
OIOADCLO_01484	CDS	777				tRNA1(Val) (adenine(37)-N6)-methyltransferase
OIOADCLO_01485	gene	741				
OIOADCLO_01485	CDS	741				1-acyl-sn-glycerol-3-phosphate acyltransferase
OIOADCLO_01486	gene	663				
OIOADCLO_01486	CDS	663				ComEA family DNA-binding protein
OIOADCLO_01487	gene	2244				
OIOADCLO_01487	CDS	2244				DNA internalization-related competence protein ComEC/Rec2
OIOADCLO_01488	gene	1041	holA			
OIOADCLO_01488	CDS	1041	holA	2.7.7.7		DNA polymerase III subunit delta
OIOADCLO_01489	gene	606	sodA			
OIOADCLO_01489	CDS	606	sodA	1.15.1.1		superoxide dismutase SodA
OIOADCLO_01490	gene	228				
OIOADCLO_01490	CDS	228				hypothetical protein
OIOADCLO_01491	gene	249				
OIOADCLO_01491	CDS	249				hypothetical protein
OIOADCLO_01492	gene	591				
OIOADCLO_01492	CDS	591				peptidase S11
OIOADCLO_01493	gene	1188				
OIOADCLO_01493	CDS	1188				hypothetical protein
OIOADCLO_01494	gene	1029	queA			
OIOADCLO_01494	CDS	1029	queA	2.4.99.17		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
OIOADCLO_01495	gene	705	nagB			
OIOADCLO_01495	CDS	705	nagB	3.5.99.6		glucosamine-6-phosphate deaminase
OIOADCLO_01496	gene	717				
OIOADCLO_01496	CDS	717				rRNA pseudouridine synthase
OIOADCLO_01497	gene	963				
OIOADCLO_01497	CDS	963				competence protein CoiA
OIOADCLO_01498	gene	1806	pepF_2			
OIOADCLO_01498	CDS	1806	pepF_2			oligoendopeptidase F
OIOADCLO_01499	gene	1197				
OIOADCLO_01499	CDS	1197				OFA family MFS transporter
OIOADCLO_01500	gene	672				
OIOADCLO_01500	CDS	672				O-methyltransferase
OIOADCLO_01501	gene	1056	prsA_2			
OIOADCLO_01501	CDS	1056	prsA_2	5.2.1.8		peptidylprolyl isomerase PrsA
OIOADCLO_01502	gene	2619	alaS			
OIOADCLO_01502	CDS	2619	alaS	6.1.1.7		alanine--tRNA ligase
OIOADCLO_01503	gene	222				
OIOADCLO_01503	CDS	222				helix-turn-helix transcriptional regulator
OIOADCLO_01504	gene	762				
OIOADCLO_01504	CDS	762				hypothetical protein
OIOADCLO_01505	gene	696				
OIOADCLO_01505	CDS	696				CPBP family intramembrane metalloprotease
OIOADCLO_01506	gene	222				
OIOADCLO_01506	CDS	222				IS3 family transposase ISSpy1
OIOADCLO_01507	gene	273				
OIOADCLO_01507	CDS	273				Veg family protein
OIOADCLO_01508	gene	1362	dnaB			
OIOADCLO_01508	CDS	1362	dnaB	3.6.4.12		replicative DNA helicase
OIOADCLO_01509	gene	453	rplI			
OIOADCLO_01509	CDS	453	rplI			50S ribosomal protein L9
OIOADCLO_01510	gene	1977				
OIOADCLO_01510	CDS	1977				DHH family phosphoesterase
OIOADCLO_01511	gene	1899	mnmG			
OIOADCLO_01511	CDS	1899	mnmG			tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
OIOADCLO_01512	gene	318				
OIOADCLO_01512	CDS	318				NUDIX domain-containing protein
OIOADCLO_01513	gene	1122	mnmA			
OIOADCLO_01513	CDS	1122	mnmA	2.8.1.13		tRNA 2-thiouridine(34) synthase MnmA
OIOADCLO_01514	gene	672	sdaAB			
OIOADCLO_01514	CDS	672	sdaAB	4.3.1.17		L-serine ammonia-lyase, iron-sulfur-dependent subunit beta
OIOADCLO_01515	gene	873	sdaAA			
OIOADCLO_01515	CDS	873	sdaAA	4.3.1.17		L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha
OIOADCLO_01516	gene	615				
OIOADCLO_01516	CDS	615				transglycosylase SLT domain-containing protein
OIOADCLO_01517	gene	801				
OIOADCLO_01517	CDS	801				energy-coupling factor transporter transmembrane protein EcfT
OIOADCLO_01518	gene	843				
OIOADCLO_01518	CDS	843				energy-coupling factor transporter ATPase
OIOADCLO_01519	gene	840				
OIOADCLO_01519	CDS	840				energy-coupling factor ABC transporter ATP-binding protein
OIOADCLO_01520	gene	543	pgsA			
OIOADCLO_01520	CDS	543	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
OIOADCLO_01521	gene	1026				
OIOADCLO_01521	CDS	1026				helix-turn-helix domain-containing protein
OIOADCLO_01522	gene	1290				
OIOADCLO_01522	CDS	1290				insulinase family protein
OIOADCLO_01523	gene	1245				
OIOADCLO_01523	CDS	1245				insulinase family protein
OIOADCLO_01524	gene	1260	hasA			
OIOADCLO_01524	CDS	1260	hasA	2.4.1.212		hyaluronan synthase HasA
OIOADCLO_01525	gene	1209	hasB			
OIOADCLO_01525	CDS	1209	hasB	1.1.1.22		UDP-glucose 6-dehydrogenase HasB
OIOADCLO_01526	gene	915	hasC			
OIOADCLO_01526	CDS	915	hasC	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase HasC
OIOADCLO_01527	gene	414	yaaA_2			
OIOADCLO_01527	CDS	414	yaaA_2			S4 domain-containing protein YaaA
OIOADCLO_01528	gene	1107	recF			
OIOADCLO_01528	CDS	1107	recF			DNA replication/repair protein RecF
OIOADCLO_01529	gene	864				
OIOADCLO_01529	CDS	864				GRP family sugar transporter
OIOADCLO_01530	gene	1482	guaB			
OIOADCLO_01530	CDS	1482	guaB	1.1.1.205		IMP dehydrogenase
OIOADCLO_01531	gene	1023	trpS			
OIOADCLO_01531	CDS	1023	trpS	6.1.1.2		tryptophan--tRNA ligase
OIOADCLO_01532	gene	873				
OIOADCLO_01532	CDS	873				YitT family protein
OIOADCLO_01533	gene	1620				
OIOADCLO_01533	CDS	1620				ATP-binding cassette domain-containing protein
OIOADCLO_01534	gene	2577				
OIOADCLO_01534	CDS	2577				YfhO family protein
OIOADCLO_01535	gene	76				
OIOADCLO_01535	tRNA	76				tRNA-Asn(gtt)
OIOADCLO_01536	gene	75				
OIOADCLO_01536	tRNA	75				tRNA-Glu(ttc)
OIOADCLO_01537	gene	282				
OIOADCLO_01537	CDS	282				IS30 family transposase
OIOADCLO_01538	gene	74				
OIOADCLO_01538	tRNA	74				tRNA-Arg(tct)
OIOADCLO_01539	gene	480	rlmH			
OIOADCLO_01539	CDS	480	rlmH	2.1.1.177		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
OIOADCLO_01540	gene	1224				
OIOADCLO_01540	CDS	1224				trypsin-like peptidase domain-containing protein
OIOADCLO_01541	gene	777				
OIOADCLO_01541	CDS	777				ParB/RepB/Spo0J family partition protein
OIOADCLO_01542	gene	1356	dnaA			
OIOADCLO_01542	CDS	1356	dnaA			chromosomal replication initiator protein DnaA
OIOADCLO_01543	gene	1137	dnaN			
OIOADCLO_01543	CDS	1137	dnaN	2.7.7.7		DNA polymerase III subunit beta
OIOADCLO_01544	gene	198				
OIOADCLO_01544	CDS	198				hypothetical protein
OIOADCLO_01545	gene	1116	ychF			
OIOADCLO_01545	CDS	1116	ychF			redox-regulated ATPase YchF
OIOADCLO_01546	gene	570	pth			
OIOADCLO_01546	CDS	570	pth	3.1.1.29		aminoacyl-tRNA hydrolase
OIOADCLO_01547	gene	3504	mfd			
OIOADCLO_01547	CDS	3504	mfd			transcription-repair coupling factor
OIOADCLO_01548	gene	273				
OIOADCLO_01548	CDS	273				RNA-binding S4 domain-containing protein
OIOADCLO_01549	gene	372				
OIOADCLO_01549	CDS	372				septum formation initiator family protein
OIOADCLO_01550	gene	126				
OIOADCLO_01550	CDS	126				hypothetical protein
OIOADCLO_01551	gene	1287				
OIOADCLO_01551	CDS	1287				serine hydrolase
OIOADCLO_01552	gene	1287	tilS			
OIOADCLO_01552	CDS	1287	tilS	6.3.4.19		tRNA lysidine(34) synthetase TilS
OIOADCLO_01553	gene	543	hpt			
OIOADCLO_01553	CDS	543	hpt	2.4.2.8		hypoxanthine phosphoribosyltransferase
OIOADCLO_01554	gene	1980	ftsH			
OIOADCLO_01554	CDS	1980	ftsH			ATP-dependent zinc metalloprotease FtsH
OIOADCLO_01555	gene	129				
OIOADCLO_01555	CDS	129				hypothetical protein
OIOADCLO_01556	gene	1314	obgE			
OIOADCLO_01556	CDS	1314	obgE			GTPase ObgE
OIOADCLO_01557	gene	159				
OIOADCLO_01557	CDS	159				hypothetical protein
OIOADCLO_01558	gene	696	pnuC			
OIOADCLO_01558	CDS	696	pnuC			nicotinamide riboside transporter PnuC
OIOADCLO_01559	gene	1401				
OIOADCLO_01559	CDS	1401				glycoside hydrolase family 1 protein
OIOADCLO_01560	gene	1095				
OIOADCLO_01560	CDS	1095				hypothetical protein
OIOADCLO_01561	gene	1995				
OIOADCLO_01561	CDS	1995				BglG family transcription antiterminator
OIOADCLO_01562	gene	312				
OIOADCLO_01562	CDS	312				PTS sugar transporter subunit IIB
OIOADCLO_01563	gene	336				
OIOADCLO_01563	CDS	336				PTS lactose/cellobiose transporter subunit IIA
OIOADCLO_01564	gene	450				
OIOADCLO_01564	CDS	450				hypothetical protein
OIOADCLO_01565	gene	1380				
OIOADCLO_01565	CDS	1380				PTS transporter subunit EIIC
OIOADCLO_01566	gene	153				
OIOADCLO_01566	CDS	153				hypothetical protein
OIOADCLO_01567	gene	741				
OIOADCLO_01567	CDS	741				amino acid ABC transporter ATP-binding protein
OIOADCLO_01568	gene	2175				
OIOADCLO_01568	CDS	2175				ABC transporter substrate-binding protein/permease
OIOADCLO_01569	gene	1992	uvrB			
OIOADCLO_01569	CDS	1992	uvrB			excinuclease ABC subunit B
OIOADCLO_01570	gene	144				
OIOADCLO_01570	CDS	144				teichoic acid D-Ala incorporation-associated protein DltX
OIOADCLO_01571	gene	1539	dltA			
OIOADCLO_01571	CDS	1539	dltA	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit DltA
OIOADCLO_01572	gene	1257	dltB			
OIOADCLO_01572	CDS	1257	dltB			D-alanyl-lipoteichoic acid biosynthesis protein DltB
OIOADCLO_01573	gene	240	dltC			
OIOADCLO_01573	CDS	240	dltC	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit DltC
OIOADCLO_01574	gene	1251	dltD			
OIOADCLO_01574	CDS	1251	dltD			D-alanyl-lipoteichoic acid biosynthesis protein DltD
OIOADCLO_01575	gene	984				
OIOADCLO_01575	CDS	984				alpha/beta hydrolase
OIOADCLO_01576	gene	1260				
OIOADCLO_01576	CDS	1260				extracellular solute-binding protein
OIOADCLO_01577	gene	1704				
OIOADCLO_01577	CDS	1704		3.2.1.54	COG0366	Cyclomaltodextrinase
OIOADCLO_01578	gene	2136	amyA			
OIOADCLO_01578	CDS	2136	amyA	2.4.1.19		Cyclomaltodextrin glucanotransferase
OIOADCLO_01579	gene	1308				
OIOADCLO_01579	CDS	1308				sugar ABC transporter permease
OIOADCLO_01580	gene	861				
OIOADCLO_01580	CDS	861				sugar ABC transporter permease
OIOADCLO_01581	gene	816				
OIOADCLO_01581	CDS	816				hypothetical protein
OIOADCLO_01582	gene	801	purR_2			
OIOADCLO_01582	CDS	801	purR_2			HTH-type transcriptional repressor PurR
OIOADCLO_01583	gene	837				
OIOADCLO_01583	CDS	837				sugar ABC transporter permease
OIOADCLO_01584	gene	1362				
OIOADCLO_01584	CDS	1362				sugar ABC transporter permease
OIOADCLO_01585	gene	1248				
OIOADCLO_01585	CDS	1248				extracellular solute-binding protein
OIOADCLO_01586	gene	1020				
OIOADCLO_01586	CDS	1020				LacI family transcriptional regulator
